head1;head2;head3;description;description2;path1;path2
Доставка пиццы от ;100 тенге за отзыв от 10 слов;До 15% бонусов каждому клиенту;Горячая и ароматная пицца, приготовленная из свежих продуктов. Оплата картой или наличными;Среднее время доставки 60 минут. Более 600 ресторанов Казахстана на одной платформе.;Быстрая;Доставка;
Доставка пиццы от ;Возвращаем до 15% бонусов;Дарим 100 тенге за отзыв;Горячая и ароматная пицца, приготовленная из свежих продуктов. Оплата картой или наличными;Среднее время доставки 60 минут. Более 600 ресторанов Казахстана на одной платформе.;Быстрая;Доставка;
